location,realm,normalized_x,normalized_y,region,biome_id,distance_to_capital,forced,contract,verdict
me_land_0158,KHA,0.8346764,0.7532975,me_khand_region,9,0.1596869,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0159,DAL,0.6222222,0.2115291,me_dale_region,1,0.0747817,no,Dale and the upper Celduin plain,accepted_source_side_envelope
me_land_0160,RHU,0.7125763,0.2892037,me_rhun_region,9,0.1213542,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0161,WILD,0.4363858,0.1851490,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0162,WILD,0.6551893,0.0552027,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_0163,WILD,0.8332112,0.0356619,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0164,DUN,0.4459096,0.4435760,me_enedwaith_region,1,0.0358069,no,"Dunland lowlands west of Isen and the Gap, south of Glanduin",accepted_frontier_polygon
me_land_0165,WILD,0.6849817,0.4328285,me_rhun_region,9,,no,deliberately unclaimed,wild_buffer
me_land_0166,WILD,0.3826618,0.3370787,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0167,HNE,0.6463980,0.8128969,me_near_harad_region,9,0.0246967,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_0168,WILD,0.3785104,0.1494871,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0169,RIV,0.4888889,0.2310699,me_north_arnor_region,1,0.0125402,no,Imladris hidden valley and immediate refuge,accepted_source_side_envelope
me_land_0170,WILD,0.5389499,0.3937469,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0171,WILD,0.5672772,0.0210064,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_0172,WILD,0.4481074,0.5505618,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0173,HRA,0.6942613,0.9213483,me_far_harad_region,10,0.0641922,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_0174,WILD,0.6222222,0.4030288,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0175,HNE,0.6527473,0.8133854,me_near_harad_region,9,0.0342501,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_0176,RH2,0.7846154,0.4044944,me_rhun_region,9,0.0625810,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0177,ROH,0.5501832,0.5192965,me_rohan_region,1,0.1047913,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0178,UMB,0.4844933,0.9037616,me_umbar_region,9,0.0595640,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0179,WILD,0.8305250,0.0835369,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0180,MOR,0.7076923,0.5979482,me_mordor_region,8,0.1296053,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0181,SHI,0.3731380,0.2256961,me_shire_breeland_region,1,0.0539096,no,active-settlement: Frogmorton is an active East Road village within the Shire.,accepted_required_frontier_owner
me_land_0182,MOR,0.7113553,0.6389839,me_mordor_region,8,0.1496851,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0183,WILD,0.5633700,0.1284807,me_grey_mountains_region,3,,no,deliberately unclaimed,wild_unclaimed
me_land_0184,WILD,0.3946276,0.4655594,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_0185,WILD,0.6315018,0.4938935,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0186,WILD,0.4241758,0.3458720,me_enedwaith_region,1,,no,abandoned: The ruin of Tharbad has no TA 3018 sovereign administration.,accepted_required_frontier_owner
me_land_0187,MOR,0.6783883,0.7186126,me_mordor_region,8,0.1605316,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0188,GON,0.3731380,0.6580362,me_belfalas_region,1,0.4127153,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0189,WILD,0.7824176,0.0195408,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0190,WILD,0.7172161,0.5657059,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_0191,UMB,0.5533578,0.8930142,me_umbar_region,9,0.0972749,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0192,LIN,0.2266178,0.1665852,me_lindon_region,1,0.1755097,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_0193,MOR,0.6998779,0.5999023,me_mordor_region,8,0.1147285,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0194,WILD,0.5142857,0.3141182,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0195,WILD,0.7960928,0.6414265,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0196,MOR,0.6749695,0.5349292,me_mordor_region,9,0.0728843,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0197,KHA,0.7990232,0.7997069,me_khand_region,9,0.1069778,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0198,GON,0.4046398,0.6678065,me_belfalas_region,1,0.3516270,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0199,WILD,0.6849817,0.5109917,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0200,WILD,0.7973138,0.0537372,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0201,GON,0.4146520,0.6321446,me_belfalas_region,1,0.3276959,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0202,RH3,0.8283272,0.1421593,me_rhun_region,1,0.0601907,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_0203,DUN,0.4371184,0.4562775,me_enedwaith_region,1,0.0141653,no,"Dunland lowlands west of Isen and the Gap, south of Glanduin",accepted_frontier_polygon
me_land_0204,WOO,0.5643468,0.1729360,me_mirkwood_region,3,0.0388450,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_0205,MOR,0.7123321,0.5617978,me_mordor_region,8,0.1370616,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0206,WILD,0.5724054,0.4127992,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0207,KHA,0.7787546,0.7723498,me_khand_region,9,0.0580850,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0208,UMB,0.5606838,0.8187592,me_near_harad_region,9,0.1551983,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0209,WILD,0.5365079,0.3825110,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0210,BEO,0.5286935,0.2046898,me_anduin_vale_region,1,0.0134900,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_0211,RH2,0.8351648,0.3483146,me_rhun_region,9,0.0703499,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0212,RH2,0.8019536,0.3585735,me_rhun_region,9,0.0094219,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0213,WILD,0.7628816,0.5095261,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0214,LIN,0.3018315,0.2134831,me_lindon_region,1,0.0193919,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_0215,DOR,0.7174603,0.3541768,me_rhun_region,1,0.0656706,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_0216,WILD,0.5455433,0.2857841,me_mirkwood_region,1,,no,deliberately unclaimed,wild_buffer
me_land_0217,ROH,0.5238095,0.4660479,me_rohan_region,9,0.0880461,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0218,RH3,0.8329670,0.1802638,me_rhun_region,1,0.0325898,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_0219,UMB,0.5462759,0.8891060,me_umbar_region,9,0.0868047,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0220,WILD,0.5887668,0.6585247,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_0221,WOO,0.5616606,0.2183683,me_mirkwood_region,3,0.0730512,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_0222,GON,0.4947497,0.5945286,me_belfalas_region,1,0.1676771,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0223,WILD,0.4014652,0.4616512,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_0224,GUN,0.5252747,0.1426478,me_grey_mountains_region,1,0.0609588,no,Gundabad and the northern mountain junction,accepted_source_side_envelope
me_land_0225,WILD,0.7782662,0.5432340,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0226,GON,0.5982906,0.7557401,me_south_gondor_region,9,0.1499459,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0227,KHA,0.7807082,0.8109428,me_khand_region,10,0.0886873,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0228,WILD,0.5118437,0.3771373,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0229,ROH,0.4600733,0.4802149,me_rohan_region,1,0.0965900,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0230,WILD,0.4185592,0.1573034,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0231,GON,0.5799756,0.7191011,me_south_gondor_region,1,0.1078657,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0232,IRO,0.7006105,0.1343429,me_rhun_region,1,0.0572295,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_0233,MOR,0.6293040,0.6126038,me_mordor_region,8,0.0489720,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0234,KHA,0.7841270,0.8172936,me_khand_region,10,0.0978356,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0235,WILD,0.5860806,0.0258915,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_0236,RH2,0.7421245,0.4093796,me_rhun_region,1,0.1300931,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0237,DOL,0.5633700,0.3478261,me_mirkwood_region,3,0.0150429,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_0238,KHA,0.7995116,0.7401075,me_khand_region,9,0.0886791,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0239,GON,0.4451770,0.6487543,me_belfalas_region,1,0.2686066,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0240,WILD,0.4520147,0.3746947,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0241,WILD,0.7037851,0.7073766,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_0242,WILD,0.4212454,0.2046898,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0243,WOO,0.5863248,0.1739130,me_dale_region,3,0.0177565,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_0244,LOS,0.3054945,0.1182218,me_forochel_region,1,0.0898844,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_0245,WILD,0.7321123,0.7195896,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0246,RH3,0.8283272,0.1919883,me_rhun_region,1,0.0184813,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_0247,WILD,0.7445665,0.5178310,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0248,GON,0.5350427,0.6204201,me_anorien_region,1,0.0867318,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0249,ROH,0.4927961,0.4968246,me_rohan_region,1,0.0431077,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0250,RH3,0.8307692,0.1983390,me_rhun_region,1,0.0216024,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_0251,HNE,0.6813187,0.8138740,me_near_harad_region,9,0.0873547,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_0252,WILD,0.6227106,0.1167562,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0253,RHU,0.7225885,0.1968735,me_rhun_region,1,0.1086914,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0254,HNE,0.5885226,0.8011724,me_near_harad_region,1,0.1009942,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_0255,KHA,0.8124542,0.7855398,me_khand_region,9,0.1238590,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0256,RHU,0.7824176,0.1924768,me_rhun_region,1,0.0626554,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0257,WILD,0.7245421,0.5168539,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0258,BEO,0.5057387,0.2554958,me_anduin_vale_region,1,0.0814484,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_0259,FAN,0.4813187,0.4748412,me_rohan_region,1,0.0213878,no,Arda Maps Fangorn physical woodland polygon; Fangorn source forest and Entwash headwaters,accepted_source_zone_overlap
me_land_0260,GON,0.5814408,0.6194431,me_anorien_region,1,0.0104508,yes,occupied-port: Harlond of Gondor is a Gondorian river port.,accepted_required_frontier_owner
me_land_0261,ROH,0.4920635,0.5075721,me_rohan_region,1,0.0334454,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0262,KHA,0.7416361,0.8202247,me_khand_region,10,0.0861671,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0263,MOA,0.4708181,0.3419638,me_enedwaith_region,1,0.0389046,no,Moria and immediate Dimrill/Sirannon approaches,accepted_source_side_envelope
me_land_0264,UMB,0.5199023,0.9360039,me_umbar_region,9,0.0205195,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0265,GON,0.5680098,0.7039570,me_lebennin_region,1,0.0948621,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0266,MOR,0.6593407,0.6013679,me_mordor_region,8,0.0413640,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0267,WILD,0.4039072,0.5188080,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_0268,MOR,0.6505495,0.6189546,me_mordor_region,8,0.0472651,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0269,WILD,0.7482295,0.5139228,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0270,ROH,0.5308913,0.5344406,me_rohan_region,1,0.0645846,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0271,UMB,0.5098901,0.9115779,me_umbar_region,9,0.0240891,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0272,MOR,0.6849817,0.6526624,me_mordor_region,8,0.1138679,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0273,DAM,0.5186813,0.6849047,me_belfalas_region,1,0.0603964,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_0274,WILD,0.3174603,0.2188569,me_shire_breeland_region,1,,no,deliberately unclaimed,wild_buffer
me_land_0275,DOR,0.6757021,0.4294089,me_rhun_region,9,0.0801997,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_0276,WILD,0.6329670,0.2383977,me_mirkwood_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0277,ROH,0.5374847,0.5373718,me_rohan_region,1,0.0776611,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0278,GON,0.6231990,0.7171470,me_south_gondor_region,9,0.1389806,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0279,WOO,0.5594628,0.1514411,me_mirkwood_region,3,0.0461461,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_0280,RHU,0.7338217,0.2217880,me_rhun_region,1,0.0776620,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0281,WILD,0.4884005,0.1861260,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0282,DOL,0.5438339,0.3566194,me_anduin_vale_region,3,0.0250304,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_0283,WILD,0.7457875,0.6643869,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_0284,LOS,0.2185592,0.0468979,me_forochel_region,1,0.2473392,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_0285,MOR,0.6744811,0.5276014,me_mordor_region,9,0.0762326,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0286,WILD,0.4383394,0.2408403,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_0287,KHA,0.6913309,0.7405960,me_khand_region,1,0.1277167,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_0288,UMB,0.5169719,0.9731314,me_umbar_region,9,0.0402337,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
